reference,arabic,translation_english
17|7,إِنْ أَحْسَنتُمْ أَحْسَنتُمْ لِأَنفُسِكُمْ ۖ وَإِنْ أَسَأْتُمْ فَلَهَا ۚ فَإِذَا جَاءَ وَعْدُ الْآخِرَةِ لِيَسُوءُوا وُجُوهَكُمْ وَلِيَدْخُلُوا الْمَسْجِدَ كَمَا دَخَلُوهُ أَوَّلَ مَرَّةٍ وَلِيُتَبِّرُوا مَا عَلَوْا تَتْبِيرًا,"Whenever you did good, it was to your own advantage; and whenever you committed evil, it was to your own disadvantage. So, when the time of the fulfilment of the second promise arrived, (We raised other enemies that would) disfigure your faces and enter the Temple (of Jerusalem) as they had entered the first time, and destroy whatever they could lay their hands on."
17|8,عَسَىٰ رَبُّكُمْ أَن يَرْحَمَكُمْ ۚ وَإِنْ عُدتُّمْ عُدْنَا ۘ وَجَعَلْنَا جَهَنَّمَ لِلْكَافِرِينَ حَصِيرًا,"Your Lord may well show Mercy to you, but if you revert to your evil behaviour, We shall revert to chastising you. We have made Hell a prison for those who are thankless of Allah's bounties."
17|9,إِنَّ هَـٰذَا الْقُرْآنَ يَهْدِي لِلَّتِي هِيَ أَقْوَمُ وَيُبَشِّرُ الْمُؤْمِنِينَ الَّذِينَ يَعْمَلُونَ الصَّالِحَاتِ أَنَّ لَهُمْ أَجْرًا كَبِيرًا,"Verily this Qur'an guides to the Way that is the Straight most. To those who believe in it, and do righteous works, it gives the good news that a great reward awaits them,"
17|10,وَأَنَّ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ أَعْتَدْنَا لَهُمْ عَذَابًا أَلِيمًا,and warns those who do not believe in the Hereafter that We have prepared for them a grievous chastisement.
17|11,وَيَدْعُ الْإِنسَانُ بِالشَّرِّ دُعَاءَهُ بِالْخَيْرِ ۖ وَكَانَ الْإِنسَانُ عَجُولًا,Man prays for evil in the manner he ought to pray for good. Man is ever hasty.
17|12,وَجَعَلْنَا اللَّيْلَ وَالنَّهَارَ آيَتَيْنِ ۖ فَمَحَوْنَا آيَةَ اللَّيْلِ وَجَعَلْنَا آيَةَ النَّهَارِ مُبْصِرَةً لِّتَبْتَغُوا فَضْلًا مِّن رَّبِّكُمْ وَلِتَعْلَمُوا عَدَدَ السِّنِينَ وَالْحِسَابَ ۚ وَكُلَّ شَيْءٍ فَصَّلْنَاهُ تَفْصِيلًا,"We have made night and day as two signs. We made the sign of the night devoid of light, and made the sign of the day radiant that you may seek the bounty of your Lord and know the computation of years and numbers. Thus We have expounded everything in detail to keep everything distinct from the other."
17|13,وَكُلَّ إِنسَانٍ أَلْزَمْنَاهُ طَائِرَهُ فِي عُنُقِهِ ۖ وَنُخْرِجُ لَهُ يَوْمَ الْقِيَامَةِ كِتَابًا يَلْقَاهُ مَنشُورًا,"We have fastened every man's omen to his neck. On the Day of Resurrection We shall produce for him his scroll in the shape of a wide open book, (saying):"
17|14,اقْرَأْ كِتَابَكَ كَفَىٰ بِنَفْسِكَ الْيَوْمَ عَلَيْكَ حَسِيبًا,"""Read your scroll; this Day you suffice to take account of yourself."""
17|15,مَّنِ اهْتَدَىٰ فَإِنَّمَا يَهْتَدِي لِنَفْسِهِ ۖ وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيْهَا ۚ وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ ۗ وَمَا كُنَّا مُعَذِّبِينَ حَتَّىٰ نَبْعَثَ رَسُولًا,He who follows the Right Way shall do so to his own advantage; and he who strays shall incur his own loss. No one shall bear another's burden. And never do We punish any people until We send a Messenger (to make the Truth distinct from falsehood).
17|16,وَإِذَا أَرَدْنَا أَن نُّهْلِكَ قَرْيَةً أَمَرْنَا مُتْرَفِيهَا فَفَسَقُوا فِيهَا فَحَقَّ عَلَيْهَا الْقَوْلُ فَدَمَّرْنَاهَا تَدْمِيرًا,"When We decide to destroy a town We command the affluent among them, whereupon they commit sins in it, then the decree (of chastisement) becomes due against them and thereafter We destroy that town utterly."
17|17,وَكَمْ أَهْلَكْنَا مِنَ الْقُرُونِ مِن بَعْدِ نُوحٍ ۗ وَكَفَىٰ بِرَبِّكَ بِذُنُوبِ عِبَادِهِ خَبِيرًا بَصِيرًا,Many a generation has been destroyed by Our command since Noah's time. Your Lord is well aware and fully observant of the sins of His servants.
17|18,مَّن كَانَ يُرِيدُ الْعَاجِلَةَ عَجَّلْنَا لَهُ فِيهَا مَا نَشَاءُ لِمَن نُّرِيدُ ثُمَّ جَعَلْنَا لَهُ جَهَنَّمَ يَصْلَاهَا مَذْمُومًا مَّدْحُورًا,"If anyone desires immediate benefits, We hasten to grant whatever benefits We will in the present life to whomsoever We please, but thereafter We decree for him Hell wherein he shall burn, condemned and rejected."
17|19,وَمَنْ أَرَادَ الْآخِرَةَ وَسَعَىٰ لَهَا سَعْيَهَا وَهُوَ مُؤْمِنٌ فَأُولَـٰئِكَ كَانَ سَعْيُهُم مَّشْكُورًا,"But he who desires the Hereafter and strives for it in the manner he should, and is a true believer, his striving will come to fruition."
17|20,كُلًّا نُّمِدُّ هَـٰؤُلَاءِ وَهَـٰؤُلَاءِ مِنْ عَطَاءِ رَبِّكَ ۚ وَمَا كَانَ عَطَاءُ رَبِّكَ مَحْظُورًا,To all of these as well as those We shall provide the wherewithal of this life in the present world by dint of your Lord's Bounty; and from none shall the Bounty of your Lord be withheld.
17|21,انظُرْ كَيْفَ فَضَّلْنَا بَعْضَهُمْ عَلَىٰ بَعْضٍ ۚ وَلَلْآخِرَةُ أَكْبَرُ دَرَجَاتٍ وَأَكْبَرُ تَفْضِيلًا,"See, how We have exalted some above others in this world, and in the Life to Come they will have higher ranks and greater degrees of excellence over others."
17|22,لَّا تَجْعَلْ مَعَ اللَّهِ إِلَـٰهًا آخَرَ فَتَقْعُدَ مَذْمُومًا مَّخْذُولًا,Do not set up any other god with Allah lest you are rendered humiliated and helpless.
17|23,وَقَضَىٰ رَبُّكَ أَلَّا تَعْبُدُوا إِلَّا إِيَّاهُ وَبِالْوَالِدَيْنِ إِحْسَانًا ۚ إِمَّا يَبْلُغَنَّ عِندَكَ الْكِبَرَ أَحَدُهُمَا أَوْ كِلَاهُمَا فَلَا تَقُل لَّهُمَا أُفٍّ وَلَا تَنْهَرْهُمَا وَقُل لَّهُمَا قَوْلًا كَرِيمًا,"Your Lord has decreed: (i) Do not worship any but Him; (ii) Be good to your parents; and should both or any one of them attain old age with you, do not say to them even ""fie"" neither chide them, but speak to them with respect,"
17|24,وَاخْفِضْ لَهُمَا جَنَاحَ الذُّلِّ مِنَ الرَّحْمَةِ وَقُل رَّبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,"and be humble and tender to them and say: ""Lord, show mercy to them as they nurtured me when I was small."""
17|25,رَّبُّكُمْ أَعْلَمُ بِمَا فِي نُفُوسِكُمْ ۚ إِن تَكُونُوا صَالِحِينَ فَإِنَّهُ كَانَ لِلْأَوَّابِينَ غَفُورًا,"Your Lord is best aware of what is in your hearts. If you are righteous, He will indeed forgive those who relent and revert (to serving Allah)."
17|26,وَآتِ ذَا الْقُرْبَىٰ حَقَّهُ وَالْمِسْكِينَ وَابْنَ السَّبِيلِ وَلَا تُبَذِّرْ تَبْذِيرًا,"(iii) Give to the near of kin his due, and also to the needy and the wayfarer. (iv) Do not squander your wealth wastefully,"
17|27,إِنَّ الْمُبَذِّرِينَ كَانُوا إِخْوَانَ الشَّيَاطِينِ ۖ وَكَانَ الشَّيْطَانُ لِرَبِّهِ كَفُورًا,"for those who squander wastefully are Satan's brothers, and Satan is ever ungrateful to his Lord."
17|28,وَإِمَّا تُعْرِضَنَّ عَنْهُمُ ابْتِغَاءَ رَحْمَةٍ مِّن رَّبِّكَ تَرْجُوهَا فَقُل لَّهُمْ قَوْلًا مَّيْسُورًا,"(v) And when you must turn away from them - (that is, from the destitute, the near of kin, the needy, and the wayfarer) - in pursuit of God's Mercy which you expect to receive, then speak to them kindly."
17|29,وَلَا تَجْعَلْ يَدَكَ مَغْلُولَةً إِلَىٰ عُنُقِكَ وَلَا تَبْسُطْهَا كُلَّ الْبَسْطِ فَتَقْعُدَ مَلُومًا مَّحْسُورًا,"(vi) Do not keep your hand fastened to your neck nor outspread it, altogether outspread, for you will be left sitting rebuked, destitute."
17|30,إِنَّ رَبَّكَ يَبْسُطُ الرِّزْقَ لِمَن يَشَاءُ وَيَقْدِرُ ۚ إِنَّهُ كَانَ بِعِبَادِهِ خَبِيرًا بَصِيرًا,Certainly Your Lord makes plentiful the provision of whomsoever He wills and straitens it for whomsoever He wills. He is well-aware and is fully observant of all that relates to His servants.
17|31,وَلَا تَقْتُلُوا أَوْلَادَكُمْ خَشْيَةَ إِمْلَاقٍ ۖ نَّحْنُ نَرْزُقُهُمْ وَإِيَّاكُمْ ۚ إِنَّ قَتْلَهُمْ كَانَ خِطْئًا كَبِيرًا,(vii) Do not kill your children for fear of want. We will provide for them and for you. Surely killing them is a great sin.
17|32,وَلَا تَقْرَبُوا الزِّنَىٰ ۖ إِنَّهُ كَانَ فَاحِشَةً وَسَاءَ سَبِيلًا,"(viii) Do not even approach fornication for it is an outrageous act, and an evil way."
17|33,وَلَا تَقْتُلُوا النَّفْسَ الَّتِي حَرَّمَ اللَّهُ إِلَّا بِالْحَقِّ ۗ وَمَن قُتِلَ مَظْلُومًا فَقَدْ جَعَلْنَا لِوَلِيِّهِ سُلْطَانًا فَلَا يُسْرِف فِّي الْقَتْلِ ۖ إِنَّهُ كَانَ مَنصُورًا,"(ix) Do not kill any person whom Allah has forbidden to kill, except with right. We have granted the heir of him who has been wrongfully killed the authority to (claim retribution); so let him not exceed in slaying. He shall be helped."
17|34,وَلَا تَقْرَبُوا مَالَ الْيَتِيمِ إِلَّا بِالَّتِي هِيَ أَحْسَنُ حَتَّىٰ يَبْلُغَ أَشُدَّهُ ۚ وَأَوْفُوا بِالْعَهْدِ ۖ إِنَّ الْعَهْدَ كَانَ مَسْئُولًا,"(x) And do not even go near the property of the orphan - except that it be in the best manner - till he attains his maturity. (xi) And fulfil the covenant, for you will be called to account regarding the covenant."
17|35,وَأَوْفُوا الْكَيْلَ إِذَا كِلْتُمْ وَزِنُوا بِالْقِسْطَاسِ الْمُسْتَقِيمِ ۚ ذَٰلِكَ خَيْرٌ وَأَحْسَنُ تَأْوِيلًا,"(xii) Give full measure when you measure, and weigh with even scales. That is fair and better in consequence."
17|36,وَلَا تَقْفُ مَا لَيْسَ لَكَ بِهِ عِلْمٌ ۚ إِنَّ السَّمْعَ وَالْبَصَرَ وَالْفُؤَادَ كُلُّ أُولَـٰئِكَ كَانَ عَنْهُ مَسْئُولًا,"(xiii) Do not follow that of which you have no knowledge. Surely the hearing, the sight, the heart - each of these shall be called to account."
17|37,وَلَا تَمْشِ فِي الْأَرْضِ مَرَحًا ۖ إِنَّكَ لَن تَخْرِقَ الْأَرْضَ وَلَن تَبْلُغَ الْجِبَالَ طُولًا,"(xiv) Do not strut about in the land arrogantly. Surely you cannot cleave the earth, nor reach the heights of the mountains in stature."
17|38,كُلُّ ذَٰلِكَ كَانَ سَيِّئُهُ عِندَ رَبِّكَ مَكْرُوهًا,The wickedness of each of that is hateful to your Lord.
17|39,ذَٰلِكَ مِمَّا أَوْحَىٰ إِلَيْكَ رَبُّكَ مِنَ الْحِكْمَةِ ۗ وَلَا تَجْعَلْ مَعَ اللَّهِ إِلَـٰهًا آخَرَ فَتُلْقَىٰ فِي جَهَنَّمَ مَلُومًا مَّدْحُورًا,"That is part of the wisdom your Lord has revealed to you. So do not set up any deity beside Allah lest you are cast into Hell, rebuked and deprived of every good."
